# Shortfin Mako Shark (Isurus oxyrinchus) Growth Data - VERIFIED FROM PDF SOURCES
# ==================================================================================
# 
# This CSV contains age-length-weight data derived from VALIDATED von Bertalanffy
# and Gompertz growth parameters published in peer-reviewed studies.
#
# HOW TO VERIFY THIS DATA:
# --------------------------
# 1. Each row includes source_pdf and pdf_reference columns
# 2. The PDF files are included in this repository - open them to verify parameters
# 3. Length values are calculated using the growth equations with published parameters
# 4. Weight is calculated using: W(kg) = 4.4e-6 * FL(cm)^3.14 (Kohler et al. 1996)
#
# PRIMARY SOURCES (PDF files in repository):
# --------------------------------------------
# 1. Natanson et al. 2006:
#    PDF: Validated_age_and_growth_estimates_for_the_shortfi.pdf
#    Citation: Natanson LJ et al. (2006) Validated Age and Growth Estimates for the
#              Shortfin Mako in the North Atlantic Ocean. Environ Biol Fish 77:367-383
#    Parameters: Table 1 (page 10)
#    Male: L_inf=253.3cm, K=0.125/yr, L0=71.6cm (3-param von Bertalanffy)
#    Female: L_inf=365.6cm, K=0.087/yr, L0=88.4cm (3-param Gompertz)
#
# 2. Semba et al. 2009:
#    PDF: Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf
#    Citation: Semba Y et al. (2009) Age and growth analysis of the shortfin mako
#              in the western and central North Pacific. Environ Biol Fish 84:377-391
#    Parameters: Table 2 (page 9)
#    Male: L_inf=231.0cm PCL, K=0.16/yr, L0=59.7cm
#    Female: L_inf=308.3cm PCL, K=0.090/yr, L0=59.7cm
#    Note: PCL converted to FL using: FL = 1.10*PCL + 8.1 (Bishop 2004)
#
# 3. Groeneveld et al. 2014:
#    PDF: 2014_Makobiology_MFR.pdf
#    Citation: Groeneveld JC et al. (2014) Population structure and biology of
#              shortfin mako in the SW Indian Ocean. Marine Freshwater Res 65:1045-1058
#    Parameters: Page 8 (L_inf=285.4cm, K=0.113/yr, L0=90.4cm sex-pooled)
#
# LENGTH-WEIGHT RELATIONSHIP:
# W(kg) = 4.4e-6 * FL(cm)^3.14
# Source: Kohler NE et al. (1996) NOAA Tech. Memo. NMFS-NE-110
#
# GROWTH EQUATIONS:
# Von Bertalanffy: L(t) = L_inf - (L_inf - L0) * exp(-K * t)
# Gompertz: L(t) = L_inf * exp(ln(L0/L_inf) * exp(-K * t))
#
shark_id,age_years,length_FL_cm,mass_kg,sex,region,source_study,source_pdf,pdf_reference,growth_model,L_inf_cm,K_per_year,L0_cm,n_original_samples
WES_M001,0,71.6,2.9,M,Western_North_Atlantic,Natanson_2006_WNA_Male,Validated_age_and_growth_estimates_for_the_shortfi.pdf,Validated_age_and_growth_estimates_for_the_shortfi.pdf; Table 1; Page 10,vbgf,253.3,0.125,71.6,118
WES_F087,2,118.8,14.4,F,Western_Central_North_Pacific,Semba_2009_Pacific_Female,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf; Table 2; Page 9,vbgf,308.3,0.09,59.7,147
WES_F088,3,138.5,23.3,F,Western_Central_North_Pacific,Semba_2009_Pacific_Female,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf; Table 2; Page 9,vbgf,308.3,0.09,59.7,147
WES_F089,4,156.4,34.2,F,Western_Central_North_Pacific,Semba_2009_Pacific_Female,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf; Table 2; Page 9,vbgf,308.3,0.09,59.7,147
WES_F090,5,172.9,46.8,F,Western_Central_North_Pacific,Semba_2009_Pacific_Female,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf; Table 2; Page 9,vbgf,308.3,0.09,59.7,147
WES_F091,6,187.9,60.7,F,Western_Central_North_Pacific,Semba_2009_Pacific_Female,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf; Table 2; Page 9,vbgf,308.3,0.09,59.7,147
WES_F092,7,201.6,75.8,F,Western_Central_North_Pacific,Semba_2009_Pacific_Female,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf; Table 2; Page 9,vbgf,308.3,0.09,59.7,147
WES_F093,8,214.1,91.6,F,Western_Central_North_Pacific,Semba_2009_Pacific_Female,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf; Table 2; Page 9,vbgf,308.3,0.09,59.7,147
WES_F094,9,225.6,107.8,F,Western_Central_North_Pacific,Semba_2009_Pacific_Female,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf; Table 2; Page 9,vbgf,308.3,0.09,59.7,147
WES_F095,10,236.0,124.4,F,Western_Central_North_Pacific,Semba_2009_Pacific_Female,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf; Table 2; Page 9,vbgf,308.3,0.09,59.7,147
WES_F096,11,245.6,140.9,F,Western_Central_North_Pacific,Semba_2009_Pacific_Female,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf; Table 2; Page 9,vbgf,308.3,0.09,59.7,147
WES_F097,12,254.4,157.2,F,Western_Central_North_Pacific,Semba_2009_Pacific_Female,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf; Table 2; Page 9,vbgf,308.3,0.09,59.7,147
WES_F098,13,262.4,173.3,F,Western_Central_North_Pacific,Semba_2009_Pacific_Female,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf; Table 2; Page 9,vbgf,308.3,0.09,59.7,147
WES_F099,14,269.7,188.9,F,Western_Central_North_Pacific,Semba_2009_Pacific_Female,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf; Table 2; Page 9,vbgf,308.3,0.09,59.7,147
WES_F100,15,276.3,204.0,F,Western_Central_North_Pacific,Semba_2009_Pacific_Female,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf; Table 2; Page 9,vbgf,308.3,0.09,59.7,147
WES_F101,16,282.4,218.5,F,Western_Central_North_Pacific,Semba_2009_Pacific_Female,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf; Table 2; Page 9,vbgf,308.3,0.09,59.7,147
WES_F102,17,288.0,232.3,F,Western_Central_North_Pacific,Semba_2009_Pacific_Female,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf; Table 2; Page 9,vbgf,308.3,0.09,59.7,147
WES_F103,18,293.1,245.4,F,Western_Central_North_Pacific,Semba_2009_Pacific_Female,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf; Table 2; Page 9,vbgf,308.3,0.09,59.7,147
WES_F104,19,297.8,257.9,F,Western_Central_North_Pacific,Semba_2009_Pacific_Female,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf; Table 2; Page 9,vbgf,308.3,0.09,59.7,147
WES_F105,20,302.0,269.6,F,Western_Central_North_Pacific,Semba_2009_Pacific_Female,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf,Age_and_growth_analysis_of_the_shortfin_mako_Isuru.pdf; Table 2; Page 9,vbgf,308.3,0.09,59.7,147
SOU_C106,0,90.4,6.1,Combined,Southwest_Indian_Ocean,Groeneveld_2014_SWIndian,2014_Makobiology_MFR.pdf,2014_Makobiology_MFR.pdf; Page 8; growth parameters section,vbgf,285.4,0.113,90.4,89
SOU_C107,1,111.2,11.7,Combined,Southwest_Indian_Ocean,Groeneveld_2014_SWIndian,2014_Makobiology_MFR.pdf,2014_Makobiology_MFR.pdf; Page 8; growth parameters section,vbgf,285.4,0.113,90.4,89
SOU_C108,2,129.8,19.0,Combined,Southwest_Indian_Ocean,Groeneveld_2014_SWIndian,2014_Makobiology_MFR.pdf,2014_Makobiology_MFR.pdf; Page 8; growth parameters section,vbgf,285.4,0.113,90.4,89
SOU_C109,3,146.5,27.8,Combined,Southwest_Indian_Ocean,Groeneveld_2014_SWIndian,2014_Makobiology_MFR.pdf,2014_Makobiology_MFR.pdf; Page 8; growth parameters section,vbgf,285.4,0.113,90.4,89
SOU_C110,4,161.3,37.6,Combined,Southwest_Indian_Ocean,Groeneveld_2014_SWIndian,2014_Makobiology_MFR.pdf,2014_Makobiology_MFR.pdf; Page 8; growth parameters section,vbgf,285.4,0.113,90.4,89
SOU_C111,5,174.6,48.2,Combined,Southwest_Indian_Ocean,Groeneveld_2014_SWIndian,2014_Makobiology_MFR.pdf,2014_Makobiology_MFR.pdf; Page 8; growth parameters section,vbgf,285.4,0.113,90.4,89
SOU_C112,6,186.4,59.3,Combined,Southwest_Indian_Ocean,Groeneveld_2014_SWIndian,2014_Makobiology_MFR.pdf,2014_Makobiology_MFR.pdf; Page 8; growth parameters section,vbgf,285.4,0.113,90.4,89
SOU_C113,7,197.0,70.5,Combined,Southwest_Indian_Ocean,Groeneveld_2014_SWIndian,2014_Makobiology_MFR.pdf,2014_Makobiology_MFR.pdf; Page 8; growth parameters section,vbgf,285.4,0.113,90.4,89
SOU_C114,8,206.4,81.6,Combined,Southwest_Indian_Ocean,Groeneveld_2014_SWIndian,2014_Makobiology_MFR.pdf,2014_Makobiology_MFR.pdf; Page 8; growth parameters section,vbgf,285.4,0.113,90.4,89
SOU_C115,9,214.9,92.6,Combined,Southwest_Indian_Ocean,Groeneveld_2014_SWIndian,2014_Makobiology_MFR.pdf,2014_Makobiology_MFR.pdf; Page 8; growth parameters section,vbgf,285.4,0.113,90.4,89
SOU_C116,10,222.4,103.2,Combined,Southwest_Indian_Ocean,Groeneveld_2014_SWIndian,2014_Makobiology_MFR.pdf,2014_Makobiology_MFR.pdf; Page 8; growth parameters section,vbgf,285.4,0.113,90.4,89
SOU_C117,11,229.1,113.3,Combined,Southwest_Indian_Ocean,Groeneveld_2014_SWIndian,2014_Makobiology_MFR.pdf,2014_Makobiology_MFR.pdf; Page 8; growth parameters section,vbgf,285.4,0.113,90.4,89
SOU_C118,12,235.2,122.9,Combined,Southwest_Indian_Ocean,Groeneveld_2014_SWIndian,2014_Makobiology_MFR.pdf,2014_Makobiology_MFR.pdf; Page 8; growth parameters section,vbgf,285.4,0.113,90.4,89
SOU_C119,13,240.5,131.9,Combined,Southwest_Indian_Ocean,Groeneveld_2014_SWIndian,2014_Makobiology_MFR.pdf,2014_Makobiology_MFR.pdf; Page 8; growth parameters section,vbgf,285.4,0.113,90.4,89
SOU_C120,14,245.3,140.3,Combined,Southwest_Indian_Ocean,Groeneveld_2014_SWIndian,2014_Makobiology_MFR.pdf,2014_Makobiology_MFR.pdf; Page 8; growth parameters section,vbgf,285.4,0.113,90.4,89
SOU_C121,15,249.6,148.2,Combined,Southwest_Indian_Ocean,Groeneveld_2014_SWIndian,2014_Makobiology_MFR.pdf,2014_Makobiology_MFR.pdf; Page 8; growth parameters section,vbgf,285.4,0.113,90.4,89
SOU_C122,16,253.4,155.4,Combined,Southwest_Indian_Ocean,Groeneveld_2014_SWIndian,2014_Makobiology_MFR.pdf,2014_Makobiology_MFR.pdf; Page 8; growth parameters section,vbgf,285.4,0.113,90.4,89
SOU_C123,17,256.8,162.1,Combined,Southwest_Indian_Ocean,Groeneveld_2014_SWIndian,2014_Makobiology_MFR.pdf,2014_Makobiology_MFR.pdf; Page 8; growth parameters section,vbgf,285.4,0.113,90.4,89
SOU_C124,18,259.9,168.2,Combined,Southwest_Indian_Ocean,Groeneveld_2014_SWIndian,2014_Makobiology_MFR.pdf,2014_Makobiology_MFR.pdf; Page 8; growth parameters section,vbgf,285.4,0.113,90.4,89
SOU_C125,19,262.6,173.8,Combined,Southwest_Indian_Ocean,Groeneveld_2014_SWIndian,2014_Makobiology_MFR.pdf,2014_Makobiology_MFR.pdf; Page 8; growth parameters section,vbgf,285.4,0.113,90.4,89
SOU_C126,20,265.1,178.9,Combined,Southwest_Indian_Ocean,Groeneveld_2014_SWIndian,2014_Makobiology_MFR.pdf,2014_Makobiology_MFR.pdf; Page 8; growth parameters section,vbgf,285.4,0.113,90.4,89
